PartnerPolicy,Trial,Intentions_RT,Agency,Control,Game,Age,Education,Ethnicity,Religion,Sex,Persec,SocRef,ICARTot,ICARrt,Response,Type1,Type2,Option1_PPT,Option1_Partner,Option2_PPT,Option2_Partner,Diff1,Diff2,Choice,ChoiceAction,id
Prosocial,11,1287,73,1,Choose,20,College/Sixth Form (A level or equivalent),"""White""",Atheist,Female,22,19,3,8341.8,1,Individual,Prosocial,12,5,9,9,0,7,Individual,2,267
Prosocial,12,1299,73,1,Choose,20,College/Sixth Form (A level or equivalent),"""White""",Atheist,Female,22,19,3,8341.8,2,Competative,Prosocial,10,5,10,10,0,5,Prosocial,1,267
Prosocial,13,1802,73,1,Choose,20,College/Sixth Form (A level or equivalent),"""White""",Atheist,Female,22,19,3,8341.8,2,Competative,Individual,7,2,8,5,5,3,Individual,2,267
Prosocial,14,1550,73,1,Choose,20,College/Sixth Form (A level or equivalent),"""White""",Atheist,Female,22,19,3,8341.8,2,Prosocial,Individual,7,7,10,5,0,5,Individual,2,267
Prosocial,15,1353,73,1,Choose,20,College/Sixth Form (A level or equivalent),"""White""",Atheist,Female,22,19,3,8341.8,1,Individual,Prosocial,12,5,8,8,0,7,Individual,2,267
Prosocial,16,1434,73,1,Choose,20,College/Sixth Form (A level or equivalent),"""White""",Atheist,Female,22,19,3,8341.8,2,Competative,Individual,6,2,8,5,4,3,Individual,2,267
Prosocial,17,1147,73,1,Choose,20,College/Sixth Form (A level or equivalent),"""White""",Atheist,Female,22,19,3,8341.8,2,Individual,Prosocial,12,5,10,10,0,7,Prosocial,1,267
Prosocial,18,1831,73,1,Choose,20,College/Sixth Form (A level or equivalent),"""White""",Atheist,Female,22,19,3,8341.8,2,Prosocial,Individual,8,8,10,5,0,5,Individual,2,267
Competative,1,2069.2,28,1,Choose,34,Postgraduate Degree (e.g. MA; MSc),"""Asian/Asian British""",Christian,Female,0,9,7,55612.13,2,Competative,Prosocial,10,5,10,10,0,5,Prosocial,1,268
Competative,2,1661.9,28,1,Choose,34,Postgraduate Degree (e.g. MA; MSc),"""Asian/Asian British""",Christian,Female,0,9,7,55612.13,2,Competative,Prosocial,8,5,8,8,0,3,Prosocial,1,268
Competative,3,2449.3,28,1,Choose,34,Postgraduate Degree (e.g. MA; MSc),"""Asian/Asian British""",Christian,Female,0,9,7,55612.13,1,Prosocial,Individual,8,8,10,5,0,5,Prosocial,1,268
Competative,4,6206.3,28,1,Choose,34,Postgraduate Degree (e.g. MA; MSc),"""Asian/Asian British""",Christian,Female,0,9,7,55612.13,1,Individual,Competative,12,6,10,2,8,6,Individual,2,268
Competative,5,1736.8,28,1,Choose,34,Postgraduate Degree (e.g. MA; MSc),"""Asian/Asian British""",Christian,Female,0,9,7,55612.13,1,Prosocial,Individual,7,7,10,5,0,5,Prosocial,1,268
Competative,6,1608.1,28,1,Choose,34,Postgraduate Degree (e.g. MA; MSc),"""Asian/Asian British""",Christian,Female,0,9,7,55612.13,2,Individual,Prosocial,12,5,10,10,0,7,Prosocial,1,268
Competative,7,3830.1,28,1,Choose,34,Postgraduate Degree (e.g. MA; MSc),"""Asian/Asian British""",Christian,Female,0,9,7,55612.13,1,Individual,Competative,10,6,8,2,6,4,Individual,2,268
Competative,8,1099.6,28,1,Choose,34,Postgraduate Degree (e.g. MA; MSc),"""Asian/Asian British""",Christian,Female,0,9,7,55612.13,1,Prosocial,Competative,7,7,7,2,0,5,Prosocial,1,268
Competative,9,1138.2,28,1,Choose,34,Postgraduate Degree (e.g. MA; MSc),"""Asian/Asian British""",Christian,Female,0,9,7,55612.13,1,Prosocial,Competative,6,6,6,2,0,4,Prosocial,1,268
Competative,10,2515.9,28,1,Choose,34,Postgraduate Degree (e.g. MA; MSc),"""Asian/Asian British""",Christian,Female,0,9,7,55612.13,2,Competative,Individual,6,2,8,5,4,3,Individual,2,268
Competative,11,1357.7,28,1,Choose,34,Postgraduate Degree (e.g. MA; MSc),"""Asian/Asian British""",Christian,Female,0,9,7,55612.13,2,Competative,Prosocial,9,5,9,9,0,4,Prosocial,1,268
Competative,12,2374.6,28,1,Choose,34,Postgraduate Degree (e.g. MA; MSc),"""Asian/Asian British""",Christian,Female,0,9,7,55612.13,1,Individual,Competitive,11,6,9,2,7,5,Individual,2,268
Competative,13,1638.7,28,1,Choose,34,Postgraduate Degree (e.g. MA; MSc),"""Asian/Asian British""",Christian,Female,0,9,7,55612.13,2,Individual,Prosocial,12,5,9,9,0,7,Prosocial,1,268
Competative,14,1100.5,28,1,Choose,34,Postgraduate Degree (e.g. MA; MSc),"""Asian/Asian British""",Christian,Female,0,9,7,55612.13,2,Individual,Prosocial,12,5,8,8,0,7,Prosocial,1,268
Competative,15,2127.3,28,1,Choose,34,Postgraduate Degree (e.g. MA; MSc),"""Asian/Asian British""",Christian,Female,0,9,7,55612.13,2,Competative,Individual,7,2,8,5,5,3,Individual,2,268
Competative,16,1169.9,28,1,Choose,34,Postgraduate Degree (e.g. MA; MSc),"""Asian/Asian British""",Christian,Female,0,9,7,55612.13,1,Prosocial,Competative,8,8,8,2,0,6,Prosocial,1,268
Competative,17,3137.2,28,1,Choose,34,Postgraduate Degree (e.g. MA; MSc),"""Asian/Asian British""",Christian,Female,0,9,7,55612.13,1,Prosocial,Individual,6,6,10,5,0,5,Prosocial,1,268
Competative,18,3939.7,28,1,Choose,34,Postgraduate Degree (e.g. MA; MSc),"""Asian/Asian British""",Christian,Female,0,9,7,55612.13,2,Competative,Individual,8,2,9,5,6,4,Individual,2,268
Individualist,1,3271.945,57,1,Choose,37,Undergraduate Degree (e.g. BSc; MBBS),Indian,Hindu,Female,11,12,7,98065.09,1,Prosocial,Competative,6,6,6,2,0,4,Prosocial,1,269
Individualist,2,4040.25,57,1,Choose,37,Undergraduate Degree (e.g. BSc; MBBS),Indian,Hindu,Female,11,12,7,98065.09,1,Individual,Prosocial,12,5,9,9,0,7,Individual,2,269
Individualist,3,5033.285,57,1,Choose,37,Undergraduate Degree (e.g. BSc; MBBS),Indian,Hindu,Female,11,12,7,98065.09,2,Competative,Individual,6,2,8,5,4,3,Individual,2,269
Individualist,4,4277.67,57,1,Choose,37,Undergraduate Degree (e.g. BSc; MBBS),Indian,Hindu,Female,11,12,7,98065.09,1,Individual,Prosocial,12,5,8,8,0,7,Individual,2,269
Individualist,5,2772.06,57,1,Choose,37,Undergraduate Degree (e.g. BSc; MBBS),Indian,Hindu,Female,11,12,7,98065.09,1,Individual,Competative,12,6,10,2,8,6,Individual,2,269
Individualist,6,2291.62,57,1,Choose,37,Undergraduate Degree (e.g. BSc; MBBS),Indian,Hindu,Female,11,12,7,98065.09,2,Competative,Prosocial,9,5,9,9,0,4,Prosocial,1,269
Individualist,7,1768.19,57,1,Choose,37,Undergraduate Degree (e.g. BSc; MBBS),Indian,Hindu,Female,11,12,7,98065.09,2,Competative,Prosocial,10,5,10,10,0,5,Prosocial,1,269
Individualist,8,2486.57,57,1,Choose,37,Undergraduate Degree (e.g. BSc; MBBS),Indian,Hindu,Female,11,12,7,98065.09,1,Prosocial,Competative,8,8,8,2,0,6,Prosocial,1,269
Individualist,9,1360.37,57,1,Choose,37,Undergraduate Degree (e.g. BSc; MBBS),Indian,Hindu,Female,11,12,7,98065.09,1,Prosocial,Competative,7,7,7,2,0,5,Prosocial,1,269
Individualist,10,4145.6,57,1,Choose,37,Undergraduate Degree (e.g. BSc; MBBS),Indian,Hindu,Female,11,12,7,98065.09,1,Individual,Prosocial,12,5,10,10,0,7,Individual,2,269
Individualist,11,3559.935,57,1,Choose,37,Undergraduate Degree (e.g. BSc; MBBS),Indian,Hindu,Female,11,12,7,98065.09,1,Individual,Competitive,11,6,9,2,7,5,Individual,2,269
Individualist,12,3072.605,57,1,Choose,37,Undergraduate Degree (e.g. BSc; MBBS),Indian,Hindu,Female,11,12,7,98065.09,2,Competative,Individual,8,2,9,5,6,4,Individual,2,269
Individualist,13,2023.535,57,1,Choose,37,Undergraduate Degree (e.g. BSc; MBBS),Indian,Hindu,Female,11,12,7,98065.09,2,Prosocial,Individual,6,6,10,5,0,5,Individual,2,269
Individualist,14,1870.625,57,1,Choose,37,Undergraduate Degree (e.g. BSc; MBBS),Indian,Hindu,Female,11,12,7,98065.09,2,Competative,Individual,7,2,8,5,5,3,Individual,2,269
Individualist,15,1271.615,57,1,Choose,37,Undergraduate Degree (e.g. BSc; MBBS),Indian,Hindu,Female,11,12,7,98065.09,2,Competative,Prosocial,8,5,8,8,0,3,Prosocial,1,269
Individualist,16,2004.575,57,1,Choose,37,Undergraduate Degree (e.g. BSc; MBBS),Indian,Hindu,Female,11,12,7,98065.09,1,Prosocial,Individual,8,8,10,5,0,5,Prosocial,1,269
Individualist,17,2095.7,57,1,Choose,37,Undergraduate Degree (e.g. BSc; MBBS),Indian,Hindu,Female,11,12,7,98065.09,1,Prosocial,Individual,7,7,10,5,0,5,Prosocial,1,269
Individualist,18,9246.04,57,1,Choose,37,Undergraduate Degree (e.g. BSc; MBBS),Indian,Hindu,Female,11,12,7,98065.09,1,Individual,Competative,10,6,8,2,6,4,Individual,2,269
Individualist,1,3056.575,35,0,Choose,32,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Jewish,Male,14,19,3,13623.76,2,Competative,Prosocial,8,5,8,8,0,3,Prosocial,1,270
Individualist,2,1802.735,35,0,Choose,32,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Jewish,Male,14,19,3,13623.76,1,Prosocial,Competative,6,6,6,2,0,4,Prosocial,1,270
Individualist,3,1064.89,35,0,Choose,32,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Jewish,Male,14,19,3,13623.76,1,Individual,Prosocial,12,5,8,8,0,7,Individual,2,270
Individualist,4,909.525,35,0,Choose,32,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Jewish,Male,14,19,3,13623.76,1,Individual,Competative,12,6,10,2,8,6,Individual,2,270
Individualist,5,1664,35,0,Choose,32,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Jewish,Male,14,19,3,13623.76,2,Competative,Prosocial,9,5,9,9,0,4,Prosocial,1,270
Individualist,6,1409.705,35,0,Choose,32,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Jewish,Male,14,19,3,13623.76,2,Prosocial,Individual,7,7,10,5,0,5,Individual,2,270
Individualist,7,1120.74,35,0,Choose,32,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Jewish,Male,14,19,3,13623.76,1,Individual,Prosocial,12,5,10,10,0,7,Individual,2,270
Individualist,8,1300.68,35,0,Choose,32,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Jewish,Male,14,19,3,13623.76,1,Individual,Competative,10,6,8,2,6,4,Individual,2,270
Individualist,9,764.7449999,35,0,Choose,32,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Jewish,Male,14,19,3,13623.76,1,Prosocial,Competative,7,7,7,2,0,5,Prosocial,1,270
Individualist,10,1087.955,35,0,Choose,32,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Jewish,Male,14,19,3,13623.76,2,Competative,Individual,6,2,8,5,4,3,Individual,2,270
Individualist,11,936.5449999,35,0,Choose,32,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Jewish,Male,14,19,3,13623.76,2,Competative,Individual,8,2,9,5,6,4,Individual,2,270
Individualist,12,1186.405,35,0,Choose,32,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Jewish,Male,14,19,3,13623.76,1,Individual,Competitive,11,6,9,2,7,5,Individual,2,270
Individualist,13,1058.035,35,0,Choose,32,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Jewish,Male,14,19,3,13623.76,2,Prosocial,Individual,6,6,10,5,0,5,Individual,2,270
Individualist,14,1088.135,35,0,Choose,32,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Jewish,Male,14,19,3,13623.76,1,Individual,Prosocial,12,5,9,9,0,7,Individual,2,270
Individualist,15,1212.355,35,0,Choose,32,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Jewish,Male,14,19,3,13623.76,2,Prosocial,Individual,8,8,10,5,0,5,Individual,2,270
Individualist,16,1213.055,35,0,Choose,32,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Jewish,Male,14,19,3,13623.76,2,Competative,Prosocial,10,5,10,10,0,5,Prosocial,1,270
Individualist,17,1113.585,35,0,Choose,32,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Jewish,Male,14,19,3,13623.76,2,Competative,Individual,7,2,8,5,5,3,Individual,2,270
Individualist,18,1221.21,35,0,Choose,32,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Jewish,Male,14,19,3,13623.76,1,Prosocial,Competative,8,8,8,2,0,6,Prosocial,1,270
Individualist,1,6777,59,1,Choose,63,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Christian,Female,0,1,4,34807.5,2,Competative,Individual,7,2,8,5,5,3,Individual,2,271
Individualist,2,7331,59,1,Choose,63,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Christian,Female,0,1,4,34807.5,1,Competative,Prosocial,8,5,8,8,0,3,Competative,3,271
Individualist,3,4192,59,1,Choose,63,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Christian,Female,0,1,4,34807.5,1,Individual,Competative,10,6,8,2,6,4,Individual,2,271
Individualist,4,3844,59,1,Choose,63,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Christian,Female,0,1,4,34807.5,2,Prosocial,Individual,8,8,10,5,0,5,Individual,2,271
Individualist,5,2750,59,1,Choose,63,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Christian,Female,0,1,4,34807.5,1,Individual,Competitive,11,6,9,2,7,5,Individual,2,271
Individualist,6,4869,59,1,Choose,63,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Christian,Female,0,1,4,34807.5,2,Competative,Individual,8,2,9,5,6,4,Individual,2,271
Individualist,7,2860,59,1,Choose,63,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Christian,Female,0,1,4,34807.5,1,Individual,Prosocial,12,5,8,8,0,7,Individual,2,271
Individualist,8,1946,59,1,Choose,63,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Christian,Female,0,1,4,34807.5,2,Prosocial,Competative,7,7,7,2,0,5,Competative,3,271
Individualist,9,2121,59,1,Choose,63,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Christian,Female,0,1,4,34807.5,2,Prosocial,Competative,8,8,8,2,0,6,Competative,3,271
Individualist,10,2103,59,1,Choose,63,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Christian,Female,0,1,4,34807.5,2,Prosocial,Competative,6,6,6,2,0,4,Competative,3,271
Individualist,11,2138,59,1,Choose,63,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Christian,Female,0,1,4,34807.5,1,Individual,Prosocial,12,5,9,9,0,7,Individual,2,271
Individualist,12,2069,59,1,Choose,63,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Christian,Female,0,1,4,34807.5,1,Individual,Prosocial,12,5,10,10,0,7,Individual,2,271
Individualist,13,1382,59,1,Choose,63,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Christian,Female,0,1,4,34807.5,2,Prosocial,Individual,7,7,10,5,0,5,Individual,2,271
Individualist,14,2489,59,1,Choose,63,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Christian,Female,0,1,4,34807.5,2,Competative,Individual,6,2,8,5,4,3,Individual,2,271
Individualist,15,2193,59,1,Choose,63,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Christian,Female,0,1,4,34807.5,1,Competative,Prosocial,9,5,9,9,0,4,Competative,3,271
Individualist,16,1633,59,1,Choose,63,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Christian,Female,0,1,4,34807.5,1,Competative,Prosocial,10,5,10,10,0,5,Competative,3,271
Individualist,17,1832,59,1,Choose,63,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Christian,Female,0,1,4,34807.5,1,Individual,Competative,12,6,10,2,8,6,Individual,2,271
Individualist,18,1996,59,1,Choose,63,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Christian,Female,0,1,4,34807.5,2,Prosocial,Individual,6,6,10,5,0,5,Individual,2,271
Competative,1,6382,74,1,Choose,43,College/Sixth Form (A level or equivalent),"""White""",Christian,Male,5,1,4,17452.68,2,Prosocial,Individual,6,6,10,5,0,5,Individual,2,272
Competative,2,4856.18,74,1,Choose,43,College/Sixth Form (A level or equivalent),"""White""",Christian,Male,5,1,4,17452.68,1,Competative,Prosocial,9,5,9,9,0,4,Competative,3,272
Competative,3,3156.92,74,1,Choose,43,College/Sixth Form (A level or equivalent),"""White""",Christian,Male,5,1,4,17452.68,1,Prosocial,Competative,6,6,6,2,0,4,Prosocial,1,272
Competative,4,7028.185,74,1,Choose,43,College/Sixth Form (A level or equivalent),"""White""",Christian,Male,5,1,4,17452.68,2,Competative,Prosocial,10,5,10,10,0,5,Prosocial,1,272
Competative,5,2726.2,74,1,Choose,43,College/Sixth Form (A level or equivalent),"""White""",Christian,Male,5,1,4,17452.68,2,Prosocial,Individual,8,8,10,5,0,5,Individual,2,272
Competative,6,4829.41,74,1,Choose,43,College/Sixth Form (A level or equivalent),"""White""",Christian,Male,5,1,4,17452.68,2,Prosocial,Individual,7,7,10,5,0,5,Individual,2,272
Competative,7,2763.53,74,1,Choose,43,College/Sixth Form (A level or equivalent),"""White""",Christian,Male,5,1,4,17452.68,1,Competative,Prosocial,8,5,8,8,0,3,Competative,3,272
Competative,8,4979.86,74,1,Choose,43,College/Sixth Form (A level or equivalent),"""White""",Christian,Male,5,1,4,17452.68,1,Prosocial,Competative,7,7,7,2,0,5,Prosocial,1,272
Competative,9,4817.665,74,1,Choose,43,College/Sixth Form (A level or equivalent),"""White""",Christian,Male,5,1,4,17452.68,1,Individual,Competitive,11,6,9,2,7,5,Individual,2,272
Competative,10,2821.72,74,1,Choose,43,College/Sixth Form (A level or equivalent),"""White""",Christian,Male,5,1,4,17452.68,1,Individual,Prosocial,12,5,9,9,0,7,Individual,2,272
Competative,11,4157.76,74,1,Choose,43,College/Sixth Form (A level or equivalent),"""White""",Christian,Male,5,1,4,17452.68,2,Individual,Prosocial,12,5,10,10,0,7,Prosocial,1,272
Competative,12,3823.06,74,1,Choose,43,College/Sixth Form (A level or equivalent),"""White""",Christian,Male,5,1,4,17452.68,2,Competative,Individual,6,2,8,5,4,3,Individual,2,272
Competative,13,3183.43,74,1,Choose,43,College/Sixth Form (A level or equivalent),"""White""",Christian,Male,5,1,4,17452.68,1,Prosocial,Competative,8,8,8,2,0,6,Prosocial,1,272
Competative,14,2735.035,74,1,Choose,43,College/Sixth Form (A level or equivalent),"""White""",Christian,Male,5,1,4,17452.68,1,Individual,Competative,10,6,8,2,6,4,Individual,2,272
Competative,15,5234.6,74,1,Choose,43,College/Sixth Form (A level or equivalent),"""White""",Christian,Male,5,1,4,17452.68,1,Individual,Prosocial,12,5,8,8,0,7,Individual,2,272
Competative,16,3138.67,74,1,Choose,43,College/Sixth Form (A level or equivalent),"""White""",Christian,Male,5,1,4,17452.68,2,Competative,Individual,7,2,8,5,5,3,Individual,2,272
Competative,17,2496.22,74,1,Choose,43,College/Sixth Form (A level or equivalent),"""White""",Christian,Male,5,1,4,17452.68,2,Competative,Individual,8,2,9,5,6,4,Individual,2,272
Competative,18,2804.62,74,1,Choose,43,College/Sixth Form (A level or equivalent),"""White""",Christian,Male,5,1,4,17452.68,1,Individual,Competative,12,6,10,2,8,6,Individual,2,272
Prosocial,1,3229,17,0,Choose,61,College/Sixth Form (A level or equivalent),"""White""",Atheist,Female,0,0,5,7139.2,1,Individual,Prosocial,12,5,10,10,0,7,Individual,2,273
Prosocial,2,4056,17,0,Choose,61,College/Sixth Form (A level or equivalent),"""White""",Atheist,Female,0,0,5,7139.2,1,Competative,Individual,8,2,9,5,6,4,Competative,3,273
Prosocial,3,3841,17,0,Choose,61,College/Sixth Form (A level or equivalent),"""White""",Atheist,Female,0,0,5,7139.2,1,Individual,Competative,10,6,8,2,6,4,Individual,2,273
Prosocial,4,2790,17,0,Choose,61,College/Sixth Form (A level or equivalent),"""White""",Atheist,Female,0,0,5,7139.2,2,Prosocial,Competative,7,7,7,2,0,5,Competative,3,273
Prosocial,5,1846,17,0,Choose,61,College/Sixth Form (A level or equivalent),"""White""",Atheist,Female,0,0,5,7139.2,2,Competative,Individual,6,2,8,5,4,3,Individual,2,273
Prosocial,6,3326,17,0,Choose,61,College/Sixth Form (A level or equivalent),"""White""",Atheist,Female,0,0,5,7139.2,1,Competative,Prosocial,9,5,9,9,0,4,Competative,3,273
Prosocial,7,3176,17,0,Choose,61,College/Sixth Form (A level or equivalent),"""White""",Atheist,Female,0,0,5,7139.2,2,Competative,Individual,7,2,8,5,5,3,Individual,2,273
Prosocial,8,1726,17,0,Choose,61,College/Sixth Form (A level or equivalent),"""White""",Atheist,Female,0,0,5,7139.2,2,Prosocial,Competative,6,6,6,2,0,4,Competative,3,273
Prosocial,9,2295,17,0,Choose,61,College/Sixth Form (A level or equivalent),"""White""",Atheist,Female,0,0,5,7139.2,2,Individual,Competitive,11,6,9,2,7,5,Competitive,3,273
Prosocial,10,2470,17,0,Choose,61,College/Sixth Form (A level or equivalent),"""White""",Atheist,Female,0,0,5,7139.2,2,Prosocial,Individual,6,6,10,5,0,5,Individual,2,273
Prosocial,11,1535,17,0,Choose,61,College/Sixth Form (A level or equivalent),"""White""",Atheist,Female,0,0,5,7139.2,2,Prosocial,Competative,8,8,8,2,0,6,Competative,3,273
Prosocial,12,2978,17,0,Choose,61,College/Sixth Form (A level or equivalent),"""White""",Atheist,Female,0,0,5,7139.2,1,Individual,Competative,12,6,10,2,8,6,Individual,2,273
Prosocial,13,3654,17,0,Choose,61,College/Sixth Form (A level or equivalent),"""White""",Atheist,Female,0,0,5,7139.2,2,Prosocial,Individual,7,7,10,5,0,5,Individual,2,273
Prosocial,14,4313,17,0,Choose,61,College/Sixth Form (A level or equivalent),"""White""",Atheist,Female,0,0,5,7139.2,1,Individual,Prosocial,12,5,9,9,0,7,Individual,2,273
Prosocial,15,2510,17,0,Choose,61,College/Sixth Form (A level or equivalent),"""White""",Atheist,Female,0,0,5,7139.2,2,Prosocial,Individual,8,8,10,5,0,5,Individual,2,273
Prosocial,16,3765,17,0,Choose,61,College/Sixth Form (A level or equivalent),"""White""",Atheist,Female,0,0,5,7139.2,1,Competative,Prosocial,8,5,8,8,0,3,Competative,3,273
Prosocial,17,2094,17,0,Choose,61,College/Sixth Form (A level or equivalent),"""White""",Atheist,Female,0,0,5,7139.2,1,Individual,Prosocial,12,5,8,8,0,7,Individual,2,273
Prosocial,18,2313,17,0,Choose,61,College/Sixth Form (A level or equivalent),"""White""",Atheist,Female,0,0,5,7139.2,1,Competative,Prosocial,10,5,10,10,0,5,Competative,3,273
Competative,1,4091,2,1,Choose,21,Undergraduate Degree (e.g. BSc; MBBS),White and Black African,Atheist,Male,2,1,6,37205.3,2,Competative,Prosocial,9,5,9,9,0,4,Prosocial,1,274
Competative,2,3910,2,1,Choose,21,Undergraduate Degree (e.g. BSc; MBBS),White and Black African,Atheist,Male,2,1,6,37205.3,2,Prosocial,Individual,6,6,10,5,0,5,Individual,2,274
Competative,3,4244,2,1,Choose,21,Undergraduate Degree (e.g. BSc; MBBS),White and Black African,Atheist,Male,2,1,6,37205.3,1,Individual,Competative,12,6,10,2,8,6,Individual,2,274
Competative,4,3833,2,1,Choose,21,Undergraduate Degree (e.g. BSc; MBBS),White and Black African,Atheist,Male,2,1,6,37205.3,2,Competative,Individual,8,2,9,5,6,4,Individual,2,274
Competative,5,1904,2,1,Choose,21,Undergraduate Degree (e.g. BSc; MBBS),White and Black African,Atheist,Male,2,1,6,37205.3,2,Competative,Prosocial,10,5,10,10,0,5,Prosocial,1,274
Competative,6,3248,2,1,Choose,21,Undergraduate Degree (e.g. BSc; MBBS),White and Black African,Atheist,Male,2,1,6,37205.3,1,Individual,Competative,10,6,8,2,6,4,Individual,2,274
Competative,7,5279,2,1,Choose,21,Undergraduate Degree (e.g. BSc; MBBS),White and Black African,Atheist,Male,2,1,6,37205.3,1,Individual,Prosocial,12,5,8,8,0,7,Individual,2,274
Competative,8,3154,2,1,Choose,21,Undergraduate Degree (e.g. BSc; MBBS),White and Black African,Atheist,Male,2,1,6,37205.3,2,Prosocial,Individual,7,7,10,5,0,5,Individual,2,274
Competative,9,4118,2,1,Choose,21,Undergraduate Degree (e.g. BSc; MBBS),White and Black African,Atheist,Male,2,1,6,37205.3,2,Prosocial,Competative,8,8,8,2,0,6,Competative,3,274
Competative,10,2992,2,1,Choose,21,Undergraduate Degree (e.g. BSc; MBBS),White and Black African,Atheist,Male,2,1,6,37205.3,1,Individual,Prosocial,12,5,10,10,0,7,Individual,2,274
Competative,11,5056,2,1,Choose,21,Undergraduate Degree (e.g. BSc; MBBS),White and Black African,Atheist,Male,2,1,6,37205.3,2,Competative,Individual,7,2,8,5,5,3,Individual,2,274
Competative,12,2052,2,1,Choose,21,Undergraduate Degree (e.g. BSc; MBBS),White and Black African,Atheist,Male,2,1,6,37205.3,2,Prosocial,Individual,8,8,10,5,0,5,Individual,2,274
Competative,13,2277,2,1,Choose,21,Undergraduate Degree (e.g. BSc; MBBS),White and Black African,Atheist,Male,2,1,6,37205.3,1,Individual,Prosocial,12,5,9,9,0,7,Individual,2,274
Competative,14,1512,2,1,Choose,21,Undergraduate Degree (e.g. BSc; MBBS),White and Black African,Atheist,Male,2,1,6,37205.3,1,Competative,Prosocial,8,5,8,8,0,3,Competative,3,274
Competative,15,2451,2,1,Choose,21,Undergraduate Degree (e.g. BSc; MBBS),White and Black African,Atheist,Male,2,1,6,37205.3,1,Prosocial,Competative,6,6,6,2,0,4,Prosocial,1,274
Competative,16,2106,2,1,Choose,21,Undergraduate Degree (e.g. BSc; MBBS),White and Black African,Atheist,Male,2,1,6,37205.3,1,Individual,Competitive,11,6,9,2,7,5,Individual,2,274
Competative,17,1913,2,1,Choose,21,Undergraduate Degree (e.g. BSc; MBBS),White and Black African,Atheist,Male,2,1,6,37205.3,2,Competative,Individual,6,2,8,5,4,3,Individual,2,274
Competative,18,2563,2,1,Choose,21,Undergraduate Degree (e.g. BSc; MBBS),White and Black African,Atheist,Male,2,1,6,37205.3,2,Prosocial,Competative,7,7,7,2,0,5,Competative,3,274
Competative,1,1703.615,63,1,Choose,29,Postgraduate Degree (e.g. MA; MSc),White and Asian,Agnostic,Male,1,5,7,34988.44,1,Prosocial,Individual,8,8,10,5,0,5,Prosocial,1,275
Competative,2,4986.745,63,1,Choose,29,Postgraduate Degree (e.g. MA; MSc),White and Asian,Agnostic,Male,1,5,7,34988.44,1,Prosocial,Individual,6,6,10,5,0,5,Prosocial,1,275
Competative,3,4637.73,63,1,Choose,29,Postgraduate Degree (e.g. MA; MSc),White and Asian,Agnostic,Male,1,5,7,34988.44,1,Individual,Competative,12,6,10,2,8,6,Individual,2,275
Competative,4,4946.31,63,1,Choose,29,Postgraduate Degree (e.g. MA; MSc),White and Asian,Agnostic,Male,1,5,7,34988.44,2,Individual,Prosocial,12,5,10,10,0,7,Prosocial,1,275
